category,character,drop_rule,effect,id,lore,name,region,salvage,source_type,tier
character_gear,Neris Vael,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Neris Vaels Echohunger-Loop und fuegt eine kleine Interaktion mit Traumsaege hinzu.,loot_char_neris_5,"Ein Teil, das sichtbar aus Scherbenkrone/Wurzelwald stammt und Identitaet, fremde Erinnerung, Selbstbestimmung mechanisch spuerbar macht.",Relikt: Ich bin nicht sie,Scherbenkrone/Wurzelwald,Reliktfragment,random_drop_or_quest_focus,relikt
character_gear,Neris Vael,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Neris Vaels Echohunger-Loop und fuegt eine kleine Interaktion mit Traumsaege hinzu.,loot_char_neris_6,"Ein Teil, das sichtbar aus Scherbenkrone/Wurzelwald stammt und Identitaet, fremde Erinnerung, Selbstbestimmung mechanisch spuerbar macht.",Mythos: Traumsaege Herzsplitter,Scherbenkrone/Wurzelwald,Mythensplitter,random_drop_or_quest_focus,mythisch
character_gear,Velka Sturmtritt,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Velka Sturmtritts Sturmjagd-Loop und fuegt eine kleine Interaktion mit Sturmwidder hinzu.,loot_char_velka_1,"Ein Teil, das sichtbar aus Graumarsch/Eisenbrandkueste stammt und Verlust, Professionalitaet, Zugehoerigkeit mechanisch spuerbar macht.",Lanze + Sturmleine - Feldfassung,Graumarsch/Eisenbrandkueste,Eisenschrott,random_drop_or_quest_focus,gewoehnlich
character_gear,Velka Sturmtritt,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Velka Sturmtritts Sturmjagd-Loop und fuegt eine kleine Interaktion mit Sturmwidder hinzu.,loot_char_velka_2,"Ein Teil, das sichtbar aus Graumarsch/Eisenbrandkueste stammt und Verlust, Professionalitaet, Zugehoerigkeit mechanisch spuerbar macht.",Lanze + Sturmleine - Laternenfassung,Graumarsch/Eisenbrandkueste,Mondglasstaub,random_drop_or_quest_focus,veredelt
character_gear,Velka Sturmtritt,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Velka Sturmtritts Sturmjagd-Loop und fuegt eine kleine Interaktion mit Sturmwidder hinzu.,loot_char_velka_3,"Ein Teil, das sichtbar aus Graumarsch/Eisenbrandkueste stammt und Verlust, Professionalitaet, Zugehoerigkeit mechanisch spuerbar macht.",Lanze + Sturmleine - Sturmjagd-Mod,Graumarsch/Eisenbrandkueste,Scherbenglimm,random_drop_or_quest_focus,selten
character_gear,Velka Sturmtritt,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Velka Sturmtritts Sturmjagd-Loop und fuegt eine kleine Interaktion mit Sturmwidder hinzu.,loot_char_velka_4,"Ein Teil, das sichtbar aus Graumarsch/Eisenbrandkueste stammt und Verlust, Professionalitaet, Zugehoerigkeit mechanisch spuerbar macht.",Velkas Signaturgriff,Graumarsch/Eisenbrandkueste,Signaturkern,random_drop_or_quest_focus,signatur
character_gear,Velka Sturmtritt,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Velka Sturmtritts Sturmjagd-Loop und fuegt eine kleine Interaktion mit Sturmwidder hinzu.,loot_char_velka_5,"Ein Teil, das sichtbar aus Graumarsch/Eisenbrandkueste stammt und Verlust, Professionalitaet, Zugehoerigkeit mechanisch spuerbar macht.",Relikt: Kein Weg bleibt offen,Graumarsch/Eisenbrandkueste,Reliktfragment,random_drop_or_quest_focus,relikt
character_gear,Velka Sturmtritt,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Velka Sturmtritts Sturmjagd-Loop und fuegt eine kleine Interaktion mit Sturmwidder hinzu.,loot_char_velka_6,"Ein Teil, das sichtbar aus Graumarsch/Eisenbrandkueste stammt und Verlust, Professionalitaet, Zugehoerigkeit mechanisch spuerbar macht.",Mythos: Sturmwidder Herzsplitter,Graumarsch/Eisenbrandkueste,Mythensplitter,random_drop_or_quest_focus,mythisch
character_gear,Cyr Ohne Gestern,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Cyr Ohne Gesterns Formschock-Loop und fuegt eine kleine Interaktion mit Namenloser Kern hinzu.,loot_char_cyr_1,"Ein Teil, das sichtbar aus Scherbenkrone stammt und Werkzeug wird Person mechanisch spuerbar macht.",Resonanzwaffe - Feldfassung,Scherbenkrone,Eisenschrott,random_drop_or_quest_focus,gewoehnlich
character_gear,Cyr Ohne Gestern,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Cyr Ohne Gesterns Formschock-Loop und fuegt eine kleine Interaktion mit Namenloser Kern hinzu.,loot_char_cyr_2,"Ein Teil, das sichtbar aus Scherbenkrone stammt und Werkzeug wird Person mechanisch spuerbar macht.",Resonanzwaffe - Laternenfassung,Scherbenkrone,Mondglasstaub,random_drop_or_quest_focus,veredelt
character_gear,Cyr Ohne Gestern,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Cyr Ohne Gesterns Formschock-Loop und fuegt eine kleine Interaktion mit Namenloser Kern hinzu.,loot_char_cyr_3,"Ein Teil, das sichtbar aus Scherbenkrone stammt und Werkzeug wird Person mechanisch spuerbar macht.",Resonanzwaffe - Formschock-Mod,Scherbenkrone,Scherbenglimm,random_drop_or_quest_focus,selten
character_gear,Cyr Ohne Gestern,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Cyr Ohne Gesterns Formschock-Loop und fuegt eine kleine Interaktion mit Namenloser Kern hinzu.,loot_char_cyr_4,"Ein Teil, das sichtbar aus Scherbenkrone stammt und Werkzeug wird Person mechanisch spuerbar macht.",Cyrs Signaturgriff,Scherbenkrone,Signaturkern,random_drop_or_quest_focus,signatur
character_gear,Cyr Ohne Gestern,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Cyr Ohne Gesterns Formschock-Loop und fuegt eine kleine Interaktion mit Namenloser Kern hinzu.,loot_char_cyr_5,"Ein Teil, das sichtbar aus Scherbenkrone stammt und Werkzeug wird Person mechanisch spuerbar macht.",Relikt: Ich waehle meinen Namen,Scherbenkrone,Reliktfragment,random_drop_or_quest_focus,relikt
character_gear,Cyr Ohne Gestern,"Kann nur droppen, wenn der Charakter freigeschaltet oder als Zielbeute markiert ist.",Verbessert Cyr Ohne Gesterns Formschock-Loop und fuegt eine kleine Interaktion mit Namenloser Kern hinzu.,loot_char_cyr_6,"Ein Teil, das sichtbar aus Scherbenkrone stammt und Werkzeug wird Person mechanisch spuerbar macht.",Mythos: Namenloser Kern Herzsplitter,Scherbenkrone,Mythensplitter,random_drop_or_quest_focus,mythisch
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Sumpf und flaches Wasser verlieren fast alle Bremswirkung.,loot_vm_001,"Modul aus Sonnenglasweite; Slot chassis, Powerbudget 13.",Moorlaeufer-Rahmen,Sonnenglasweite,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,gewoehnlich
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Sehr leichter Rahmen fuer Drift, Sprung und seitliche Ausweichfenster.",loot_vm_002,"Modul aus Wurzelwald; Slot chassis, Powerbudget 16.",Rissjaeger-Rahmen,Wurzelwald,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,gewoehnlich
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Langsam, aber Verbundete koennen hinter dir Schildladung aufbauen.",loot_vm_003,"Modul aus Eisenbrandkueste; Slot chassis, Powerbudget 19.",Eidpanzer-Rahmen,Eisenbrandkueste,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,gewoehnlich
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Auf Glas, Salz und Sand gewinnt das Fahrzeug bei Drift Tempo statt es zu verlieren.",loot_vm_004,"Modul aus Hochkamm; Slot chassis, Powerbudget 22.",Sandsegler-Rahmen,Hochkamm,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,gewoehnlich
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Kann kurz an Waenden und Tunnelkanten haften.,loot_vm_005,"Modul aus Dunkelgrund; Slot chassis, Powerbudget 25.",Schachtspinne-Rahmen,Dunkelgrund,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,gewoehnlich
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Ramm- und Harpunenmodule verursachen mehr Haltungsbruch.,loot_vm_006,"Modul aus Scherbenkrone; Slot chassis, Powerbudget 28.",Werftbastion-Rahmen,Scherbenkrone,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,gewoehnlich
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Erlaubt kurze Phasenverschiebung, aber macht den Kern hitzeanfaellig.",loot_vm_007,"Modul aus Graumarsch; Slot chassis, Powerbudget 10.",Echo-Rahmen,Graumarsch,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,gewoehnlich
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Skaliert im Koop: nahe Fahrzeuge bekommen kleine Laternenbarriere.,loot_vm_008,"Modul aus Sonnenglasweite; Slot chassis, Powerbudget 13.",Konvoi-Rahmen,Sonnenglasweite,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,gewoehnlich
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Allround-Kern mit stabiler Hitze und guter Resonanzgeneration.,loot_vm_009,"Modul aus Wurzelwald; Slot core, Powerbudget 16.",Mondglas-Kern,Wurzelwald,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,veredelt
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Staerker bei hoher Geschwindigkeit; schwach bei Stillstand.,loot_vm_010,"Modul aus Eisenbrandkueste; Slot core, Powerbudget 19.",Salzspiegel-Kern,Eisenbrandkueste,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,veredelt
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Regeneriert in Naturzonen, kann aber durch Feuer ueberhitzen.",loot_vm_011,"Modul aus Hochkamm; Slot core, Powerbudget 22.",Harzherz-Kern,Hochkamm,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,veredelt
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Rammangriffe erzeugen Schockwellen und ziehen leichte Gegner an.,loot_vm_012,"Modul aus Dunkelgrund; Slot core, Powerbudget 25.",Tiefenglocken-Kern,Dunkelgrund,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,veredelt
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Schild staerker, Schaden niedriger, perfekte Blocks geben Teamenergie.",loot_vm_013,"Modul aus Scherbenkrone; Slot core, Powerbudget 28.",Eidkern,Scherbenkrone,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,veredelt
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Billig zu reparieren, aber instabil. Kritische Treffer koennen Module resetten.",loot_vm_014,"Modul aus Graumarsch; Slot core, Powerbudget 10.",Schrottfunken-Kern,Graumarsch,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,veredelt
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Sigile bleiben laenger auf der Strecke, Gegnerdaten werden markiert.",loot_vm_015,"Modul aus Sonnenglasweite; Slot core, Powerbudget 13.",Archivkern,Sonnenglasweite,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,veredelt
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Kurze schwere Frontattacke, bricht Barrikaden und Panzerplatten.",loot_vm_016,"Modul aus Wurzelwald; Slot front_weapon, Powerbudget 16.",Kettenramme,Wurzelwald,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,veredelt
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Mittlere Reichweite, baut Mondbrand auf.",loot_vm_017,"Modul aus Eisenbrandkueste; Slot front_weapon, Powerbudget 19.",Funkenkanone,Eisenbrandkueste,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,veredelt
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Zieht Ziele oder zieht dich an schwere Ziele heran.,loot_vm_018,"Modul aus Hochkamm; Slot front_weapon, Powerbudget 22.",Harpunenlanze,Hochkamm,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,selten
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Legt beim Driften Sigillinien auf den Boden.,loot_vm_019,"Modul aus Dunkelgrund; Slot front_weapon, Powerbudget 25.",Runenpflug,Dunkelgrund,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,selten
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Blendet Fahrer, Schuetzen und fliegende Gegner.",loot_vm_020,"Modul aus Scherbenkrone; Slot front_weapon, Powerbudget 28.",Salzstreuer,Scherbenkrone,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,selten
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Fuegt Harzbindung zu und zerfetzt Reifen/Beine.,loot_vm_021,"Modul aus Graumarsch; Slot front_weapon, Powerbudget 10.",Dornenwalze,Graumarsch,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,selten
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Fuegt Panzerbruch zu und oeffnet Tunnelabkuerzungen.,loot_vm_022,"Modul aus Sonnenglasweite; Slot front_weapon, Powerbudget 13.",Schachtbohrer,Sonnenglasweite,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,selten
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Praezise Frontlanze mit hohem Schaden gegen markierte Ziele.,loot_vm_023,"Modul aus Wurzelwald; Slot front_weapon, Powerbudget 16.",Falkenspeer,Wurzelwald,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,selten
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Schneidet beim Vorbeifahren durch leichte Gegnergruppen.,loot_vm_024,"Modul aus Eisenbrandkueste; Slot side_weapon, Powerbudget 19.",Seitensense,Eisenbrandkueste,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,selten
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Schneller Seitenbeschuss, skaliert mit Ueberladung.",loot_vm_025,"Modul aus Hochkamm; Slot side_weapon, Powerbudget 22.",Nietwerfer,Hochkamm,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,selten
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Greift durch Illusionsschilde, kostet aber Kernstabilitaet.",loot_vm_026,"Modul aus Dunkelgrund; Slot side_weapon, Powerbudget 25.",Echozunge,Dunkelgrund,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,selten
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Setzt organische Minen auf der Strecke ab.,loot_vm_027,"Modul aus Scherbenkrone; Slot side_weapon, Powerbudget 28.",Wurzelwerfer,Scherbenkrone,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,signatur
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Breite Streuung gegen Schwarmgegner.,loot_vm_028,"Modul aus Graumarsch; Slot side_weapon, Powerbudget 10.",Schrapnellorgel,Graumarsch,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,signatur
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Verlangsamt Projektile im Nahbereich des Fahrzeugs.,loot_vm_029,"Modul aus Sonnenglasweite; Slot side_weapon, Powerbudget 13.",Bannlaterne,Sonnenglasweite,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,signatur
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Bricht Zielerfassung und legt Rostbruch.,loot_vm_030,"Modul aus Wurzelwald; Slot rear_utility, Powerbudget 16.",Rauchfass,Wurzelwald,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,signatur
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Heilt ein nahes Fahrzeug oder eigenes Heckmodul.,loot_vm_031,"Modul aus Eisenbrandkueste; Slot rear_utility, Powerbudget 19.",Reparaturkran,Eisenbrandkueste,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,signatur
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Lockt Nachtflut-Schwarm und Raketen auf eine falsche Spur.,loot_vm_032,"Modul aus Hochkamm; Slot rear_utility, Powerbudget 22.",Koederfackel,Hochkamm,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,signatur
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Verbindet zwei Fahrzeuge fuer Schleuder- oder Rettungsmanoever.,loot_vm_033,"Modul aus Dunkelgrund; Slot rear_utility, Powerbudget 25.",Konvoianker,Dunkelgrund,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,signatur
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Kurzer Sprung ueber Graben, Wellen und Risslinien.",loot_vm_034,"Modul aus Scherbenkrone; Slot mobility, Powerbudget 28.",Risssprung-Duese,Scherbenkrone,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,signatur
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Extrem enge Kurve, wenn kurz vorher gebremst wird.",loot_vm_035,"Modul aus Graumarsch; Slot mobility, Powerbudget 10.",Ankerkurve,Graumarsch,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,signatur
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Haelt an vertikalen Kanten, besonders in Dunkelgrund.",loot_vm_036,"Modul aus Sonnenglasweite; Slot mobility, Powerbudget 13.",Kletterkette,Sonnenglasweite,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,relikt
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Nutzt Windzonen fuer Boost statt Kontrollverlust.,loot_vm_037,"Modul aus Wurzelwald; Slot mobility, Powerbudget 16.",Sturmsegel,Wurzelwald,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,relikt
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Schild regeneriert nach 4 Sekunden ohne Schaden.,loot_vm_038,"Modul aus Eisenbrandkueste; Slot armor, Powerbudget 19.",Laternenpanzer,Eisenbrandkueste,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,relikt
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Sehr hohe Frontpanzerung, schwache Seiten.",loot_vm_039,"Modul aus Hochkamm; Slot armor, Powerbudget 22.",Schlackeplatten,Hochkamm,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,relikt
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.",Schluckt kleine Treffer und repariert sich langsam.,loot_vm_040,"Modul aus Dunkelgrund; Slot armor, Powerbudget 25.",Harzschicht,Dunkelgrund,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,relikt
vehicle_module,alle,"Dropt aus Fahrzeuggegnern, Konvoi-Events und Werkstattkisten.","Chance, Zielmarkierungen auf Gegner zurueckzuwerfen.",loot_vm_041,"Modul aus Scherbenkrone; Slot armor, Powerbudget 28.",Spiegellack,Scherbenkrone,Fahrzeugschrott / Mondglasfaser,random_drop_vehicle,relikt
material,alle,Teil regionaler Drop- und Questbelohnungstabellen.,"Basis fuer Runen, Munition und Laternenhof-Upgrades.",loot_mat_mondglasstaub,"Basis fuer Runen, Munition und Laternenhof-Upgrades.",Mondglasstaub,alle,nicht zerlegen,random_drop_material_cosmetic,gewoehnlich
material,alle,Teil regionaler Drop- und Questbelohnungstabellen.,"Klebt Fallen, dichtet Fahrzeuge, riecht nach nassem Rauch.",loot_mat_torfharz,"Klebt Fallen, dichtet Fahrzeuge, riecht nach nassem Rauch.",Torfharz,Graumarsch,nicht zerlegen,random_drop_material_cosmetic,gewoehnlich
material,alle,Teil regionaler Drop- und Questbelohnungstabellen.,"Wird fuer Blendeffekte, Spiegelkoeder und Glaslacke gebraucht.",loot_mat_salzsplitter,"Wird fuer Blendeffekte, Spiegelkoeder und Glaslacke gebraucht.",Salzsplitter,Sonnenglasweite,nicht zerlegen,random_drop_material_cosmetic,gewoehnlich
material,alle,Teil regionaler Drop- und Questbelohnungstabellen.,"Lebendes Holz, das Namen und Schritte erinnert.",loot_mat_wurzelherz,"Lebendes Holz, das Namen und Schritte erinnert.",Wurzelherz,Wurzelwald Nhal,nicht zerlegen,random_drop_material_cosmetic,veredelt
material,alle,Teil regionaler Drop- und Questbelohnungstabellen.,"Knochenmaterial fuer Harpunen, Rammen und Trophraeen.",loot_mat_levispan,"Knochenmaterial fuer Harpunen, Rammen und Trophraeen.",Leviathan-Span,Eisenbrandkueste,nicht zerlegen,random_drop_material_cosmetic,selten
material,alle,Teil regionaler Drop- und Questbelohnungstabellen.,"Silber, das nur unter gesprochenem Schwur kalt bleibt.",loot_mat_eidsilber,"Silber, das nur unter gesprochenem Schwur kalt bleibt.",Eidsilber,Hochkamm der Eidwacht,nicht zerlegen,random_drop_material_cosmetic,selten
material,alle,Teil regionaler Drop- und Questbelohnungstabellen.,"Maschinenherz fuer Bohrer, Ketten und illegale Upgrades.",loot_mat_schachtkern,"Maschinenherz fuer Bohrer, Ketten und illegale Upgrades.",Schachtkern,Dunkelgrund,nicht zerlegen,random_drop_material_cosmetic,selten
material,alle,Teil regionaler Drop- und Questbelohnungstabellen.,"Linse, in der eine fremde Entscheidung noch immer stattfindet.",loot_mat_archivlinse,"Linse, in der eine fremde Entscheidung noch immer stattfindet.",Archivlinse,Scherbenkrone,nicht zerlegen,random_drop_material_cosmetic,relikt
cosmetic,alle,Teil regionaler Drop- und Questbelohnungstabellen.,Fahrzeuglack mit schwach leuchtenden Kratzern.,loot_cos_lampenlack_gruen,Fahrzeuglack mit schwach leuchtenden Kratzern.,Lampenlack: Gruene Narbe,Graumarsch,nicht zerlegen,random_drop_material_cosmetic,veredelt
cosmetic,alle,Teil regionaler Drop- und Questbelohnungstabellen.,Konvoi-Banner fuer Laternenhof und Fahrzeugheck.,loot_cos_salzbanner,Konvoi-Banner fuer Laternenhof und Fahrzeugheck.,Banner: Salzschuld geloest,Sonnenglasweite,nicht zerlegen,random_drop_material_cosmetic,selten
cosmetic,alle,Teil regionaler Drop- und Questbelohnungstabellen.,"Charakterkosmetik, leicht unheimlich, kein Powerbonus.",loot_cos_harzmaske,"Charakterkosmetik, leicht unheimlich, kein Powerbonus.",Maske: Chor ohne Mund,Wurzelwald Nhal,nicht zerlegen,random_drop_material_cosmetic,selten
cosmetic,alle,Teil regionaler Drop- und Questbelohnungstabellen.,Aendert Fahrzeughupe zu dumpfem Glockenschlag.,loot_cos_glockenhupe,Aendert Fahrzeughupe zu dumpfem Glockenschlag.,Signalhorn: Tiefenglocke,Eisenbrandkueste,nicht zerlegen,random_drop_material_cosmetic,signatur
housing,alle,Teil regionaler Drop- und Questbelohnungstabellen.,Sitzmoebel mit kleinen eingeritzten Namen.,loot_house_torfbank,Sitzmoebel mit kleinen eingeritzten Namen.,Housing: Torfbank von Fackelruh,Graumarsch,nicht zerlegen,random_drop_material_cosmetic,gewoehnlich
housing,alle,Teil regionaler Drop- und Questbelohnungstabellen.,"Bodenobjekt, reflektiert Lagerfeuerlicht.",loot_house_spiegelteppich,"Bodenobjekt, reflektiert Lagerfeuerlicht.",Housing: Spiegelteppich,Sonnenglasweite,nicht zerlegen,random_drop_material_cosmetic,veredelt
housing,alle,Teil regionaler Drop- und Questbelohnungstabellen.,Kleiner Gartenplot fuer Alchemie und Erinnerungsblumen.,loot_house_wurzelgarten,Kleiner Gartenplot fuer Alchemie und Erinnerungsblumen.,Housing: Wurzelgarten-Parzelle,Wurzelwald Nhal,nicht zerlegen,random_drop_material_cosmetic,selten
housing,alle,Teil regionaler Drop- und Questbelohnungstabellen.,"Dekoration, dient auch als Vehicle-Mod-Display.",loot_house_werftkran,"Dekoration, dient auch als Vehicle-Mod-Display.",Housing: Mini-Werftkran,Eisenbrandkueste,nicht zerlegen,random_drop_material_cosmetic,signatur
housing,alle,Teil regionaler Drop- und Questbelohnungstabellen.,Zeigt getroffene Fraktionsentscheidungen.,loot_house_eidtafel,Zeigt getroffene Fraktionsentscheidungen.,Housing: Eidtafel,Hochkamm der Eidwacht,nicht zerlegen,random_drop_material_cosmetic,selten
housing,alle,Teil regionaler Drop- und Questbelohnungstabellen.,"Leuchtet staerker, wenn ein Spieler im Haus luegt. Rein kosmetisch.",loot_house_schachtlampe,"Leuchtet staerker, wenn ein Spieler im Haus luegt. Rein kosmetisch.",Housing: Schachtlampe Null,Dunkelgrund,nicht zerlegen,random_drop_material_cosmetic,relikt
affix_mod,alle,"Dropt aus Elitegegnern, Welt-Events und versteckten Kisten der Region.",Sockelmod fuer Waffen oder Fahrzeuge: Kritischer Riss verbessert einen klar lesbaren Build-Aspekt und ist nur in Graumarsch im normalen Pool.,loot_affix_132,Kleiner Bauteil mit regionaler Handschrift aus Graumarsch.,Mod: Kritischer Riss aus Graumarsch,Graumarsch,Modsplitter,random_drop_affix,gewoehnlich
affix_mod,alle,"Dropt aus Elitegegnern, Welt-Events und versteckten Kisten der Region.",Sockelmod fuer Waffen oder Fahrzeuge: Hitzereserve verbessert einen klar lesbaren Build-Aspekt und ist nur in Graumarsch im normalen Pool.,loot_affix_133,Kleiner Bauteil mit regionaler Handschrift aus Graumarsch.,Mod: Hitzereserve aus Graumarsch,Graumarsch,Modsplitter,random_drop_affix,veredelt
affix_mod,alle,"Dropt aus Elitegegnern, Welt-Events und versteckten Kisten der Region.",Sockelmod fuer Waffen oder Fahrzeuge: Schildbiss verbessert einen klar lesbaren Build-Aspekt und ist nur in Graumarsch im normalen Pool.,loot_affix_134,Kleiner Bauteil mit regionaler Handschrift aus Graumarsch.,Mod: Schildbiss aus Graumarsch,Graumarsch,Modsplitter,random_drop_affix,selten
